product_id,customer_id,product_title,review_body,star_rating,product_category
B008JGMKIW,28667453,"62mm Universal Snap-On Lens Cap for Sony Alpha Digital Cameras Which Has Any Of These Sony Lenses 10-18mm, 16-80mm, 16-105mm, 18-135mm, 18-200mm, 18-250mm, 55-300mm, 70-300mm, 75-300mm","Does not stay on well, wish there was a camera store near me.",2,Camera
B0056J8OYO,40000488,"GW Security 1/3"" Color Sony CMOS 1000TVL 720P 2.8-12mm Varifocal Zoom Lens Security Camera for Indoor and Outdoor Use",Good camera. Just wish it would zoom out to a wider field of vision.,4,Camera
B003Y2TD3G,15384574,"Fotodiox Designer Rear Lens Cap for Canon EOS EF, EF-S Lenses, Replaces Canon RF-1 Cap",works great,5,Camera
B00PMMB4X8,49114062,AmazonBasics GoPro Carrying Case,Nicely made. Some pre-cut foam areas are oddly shaped and GoPro accessories won't fit.,4,Camera
B00IRK0W4Y,22638532,"Dji Phantom PELLICAN case for Phantom 3 4K, Phantom 3 Standard, Phantom 2 and All Vision Models Case By Pelican","Amazing case for my drone, all the accessories fit in the right place. Would recommend it to everybody who has a Dji Phantom 3 drone.",5,Camera
B00ISBP5KS,38883984,"Nikon Coolpix P600 & P610 High Grade Multi-Coated, Multi-Threaded, 3 Piece Lens Filter Kit + Nwv Cloth. NEW MODEL 10/30/2015 Includes Filter Adapter & Lens Cap","The first set did not thread properly, i was sent another set with an adapter, once using that I can no longer use my lens cap.",2,Camera
B00EY16JWO,2088383,"VideoSecu Wireless IP Video Audio Baby Monitor Day Night Vision Security Camera with Pan Tilt Wi-Fi for iPhone, iPad, Android Phone or PC Remote View IPP105W 1U2",Worth the price. Maybe,1,Camera
B00XDNXHF6,17288985,"Mistar® Underwater Protective Waterproof Back Up Case Housing for Xiaomi Xiaoyi Yi Sports Camera, Black",The plastic ring around the lenses cracked just from having it in a bag.  For a waterproof/ shockproof case this is absolutely unacceptable.  Also the seal tends to not seat correctly so you have to really press to get it to seal.,1,Camera
B00J275H2I,629276,Sony Action Cam HDR-AS100V Wi-Fi GPS HD Video Camera Camcorder with 64GB Card + Battery + Charger + Surface/Helmet Mounts + Case + Tripod Kit,Best investment EVER,5,Camera
B003ZSHNEK,1607117,Nikon 24-120mm f/4G ED VR AF-S NIKKOR Lens for Nikon Digital SLR,LOVE this lens and the transaction.  thanks,5,Camera
B004ZGN6MY,34440300,"Ravelli APLT2 50"" Light Weight Aluminum Tripod with Bag",Great little tripod that is surprisingly sturdy for the size and price. Folds up nicely into a little carrier. Recommend.,5,Camera
B00OTB0HZE,7556070,Napok Wireless Security Camera System Support Night Vision and One-way intercom for Home Warehouse Office Monitor,DO NOT BUY !  I have 3 of these systems and on every system 2 cameras on each system went bad . If you know what is good fo you don't buy this junk.  DON'T BUY!!!!!!!!!!!!,1,Camera
B00RGN4J10,47692144,"Aposonic Compact 4-Channel AHD 720P / Analog 960H Hybrid Surveillance DVR, Mobile Access, Mac Ready (No HDD)","A few big gripes:<br />Browser compatibility is awful. IE32 bit only.. Chrome/IE64/FF all fail to load software (comes from unit itself)<br />Phone app..  Good luck finding it.. Apparently it must load off of unit as it certainly is not in store<br />Does NOT work with IPCAM Viewer (Pro).. I am sure he will get it worked in but as of now, Aposonic drivers for this unit do not exist there<br /><br />Going to work with this a bit more but likely it is going back..",2,Camera
B00Q14OO4W,15602194,CMVision IRP6-850nm WideAngle 6pc High Power LED IR Array Illuminator,"Well constructed.  Speedy delivery.  I needed additional illumination for my surveillance camera to cover my driveway.  This light met my need provides wide angle illumination and reaches to the end of my driveway - about 80 feet.  By mounting away from the camera I was able to eliminate the glare from the dome and hotspots I was seeing, as I disabled the built in camera illuminator.  No longer is motion detection triggered by moths and spiders in front of the camera.",5,Camera
B003Y2KCG8,32507359,Fotodiox 5'x7' Collapsible Chromakey Green + Blue 2-in-1 Background Panel and Support Stand,"A great purchase. If I bought it again, though, I would purchase the larger one. It is difficult to fold up, though. Look for a tutorial on youtube and plan to take a few times before you figure it out.",5,Camera
B00J8RM35Q,2479375,Tripod Kits,Gave 5 stars because quality was good for price paid. Holds a6000 with no issues and will be perfect for traveling.  Little flimsy but if you take care it will work fine and last.,5,Camera
B0032GPYPA,30737004,NEW Charger for SONY CyberShot DSC-T1 DSC-T10 DSC-T11 DSC-T2 DSC-T200 DSC-T3 DSC-T30 DSC-T300 DSC-T30B DSC-T33 DSC-T5 DSC-T50 DSC-T5B DSC-T5N DSC-T5R DSC-T70 DSC-T9 NP-FR1 NP-FT1 + Car Plug,Very good stuff,5,Camera
B005BHSS2Y,51619720,GW PTC 18CH 12V 10 Amp DC Distributed Power Box for Security Camera,"We'll see. I purchased this to replace a unit that fail from a different manufacturer. So far, so good. I will update in time if needed.",5,Camera
B002VPE1WK,11536152,AmazonBasics Backpack for SLR/DSLR Cameras and Accessories - Black,"I bought this backpack in 2011 and depending what I'm shooting it carries up to 3 DSLR bodies, 4 lenses, 1 external flash, several bags of batteries, memory cards and other various accessories. I've used it for 4 years and although it gets terribly heavy because I have it packed, it is incredibly sturdy and solid and maintains its shape no matter how heavy it gets.<br /><br />Yesterday I shot a party. It was outdoors and there was an outdoor bar. My back was to the bar, the bag was on the floor at my side and I was shooting the peple at the table in front of me. Behind me, someone was making a 2 gallon batch of sangria on the bar. Suddenly, a hole the size of a baseball broke out of the glass jar, and two gallons of sangria started shooting out and raining down on my bag. I grabbed it fast but it was totally saturated. I never pre-treated the fabric in any way.<br /><br />Surprisingly, I unzipped it, and everything inside was dry! I quickly removed my gear and although the outside was soaked, everything inside was sangria free. When I got home, I washed the bag with laundry detergent in a washtub, spun it in the dryer and hung it open on the line overnight. Now the bag is still just as sturdy as the day I got it except now it smells like Tide, lol. It doesn't claim to be waterproof but I know that after 4 years of constant use this bag protected my gear from a major accident and it stayed firm and durable after a washing. I'm extremely thrilled and needed to share. It's A LOT of bag for 30 bucks.",5,Camera
B000053HC5,45348255,Canon EF 135mm f/2L USM Lens for Canon SLR Cameras - Fixed,great great great.. from the 1st shot I took I knew I loved this lens,5,Camera
B0057PBF0M,41735875,5 Rolls Fujifilm APS 200 25 Exp Film Nexia Advanced Photo System,"Other reviews  state  that the rolls don't  have  an expiration date  but I used  it for the Dallas  Cowboys  training  camp, the pictures  are  great. Product arrived  before specified  date.",5,Camera
B005IHAICK,45085302,Sony A77 24.3 MP Translucent Mirror Digital SLR,"This is my &#34;go-to&#34; camera for everything photographic. I like it because it does everything Sony says it does.  Also, it takes all my old Minolta autofocus lenses with no problems.  Saved me a lot of money in that regard.",5,Camera
B003Y2YTEE,4198808,"Aputure Timer Camera Remote Shutter Cable 3N, for Nikon D90, D3100, D3200, D5000, D5100, D5200, D7000 , D7100","This product is perfect for a time laps setting. I love this product it is very easy to put together. Though I may have to read the instructions a little better, but the only way I found to turn the product off is to pull the battery out every time. I must be doing this wrong, thought this is a great product for your time laps trials.",5,Camera
B00R97AQ5Q,47103072,OdiySurveil(TM) 4 Channel Video (BNC) to UTP (RJ45) Video Balun,"Hello, I am a cctv installer. This little guys work perfect every time. I've had not one problem with them.i would recommend them to any guys out there installing in my field. You save on the wire runs, and you don't have to home run every line you run to the dvr.",5,Camera
B00LUXIM4W,33423551,Yongnuo 1 x YN-622N-TX + 2 x YN-622N RX i-TTL LCD Wireless Flash Controller Wireless Flash Trigger Transceiver For Nikon D70 D70S D80 D90 D200 camera,Really love these triggers! The best feature in my opinion is the ability to control your flash power on the controller itself. Saves so much time!,5,Camera
B00XE4MBMO,220147,"Coplux Full HD 1080p Waterproof Action Camera Camcorder, Bicycle Helmet Sport DV,140°Wide Angle Lens 2 Inch Sports Camera for Outdoor,Motorbike DVR with Accessories Kit Black color",It's a great camera for the price hands down. Only down side is that it'll record only 10-12 min videos....,3,Camera
B00FWD090Q,33742171,"TENVIS TZ100 HD Wireless IP/Network Security Camera, Remote Live View, Capture Picture and Video Clip, Pan & Tilt, Plug&Play, with Two-Way Audio and Night Vision, Motion Detection with Alert (Black)","I bought this to keep an eye on my falconry bird. She is in a hawk house out in my yard and I was curious what she does all day. The setup of this camera was extremely easy, only took a few minutes. I like the fact that it is internet wireless and I have to option to move it anywhere where I have wifi. It makes it possible to move it inside when I am out of town. The picture quality is excellent for the price. I will definitely buy more of these cameras in the future.",5,Camera
B00ROWS2PW,17782178,"Kastar Charger, Battery for LI-90B-1 LI-90B 90B","The charger is inexpensive, well built, easy to use and is very convenient for charging the Olympus battery. Highly recommended.  Also, Kastar customer service is excellent.",5,Camera
B00B26KGPU,114210,Bell and Howell DNV16HDZ-BL Full Infrared Night Vision Camcorder in Blue + 16GB Accessory Kit,It's great.. and I'm sure that it's amazing. . Thank you for getting it here on time. See you guys soon.,5,Camera
B00MGKYD8M,50119902,"Luxebell Floating Handle Grip Mount Accessories with Screw and Lanyard for Gopro Hero4,hero3+,hero3,hero2 & Hero Camera - Save Your Device From Sinking","I liked the price, the reviews and everything about this mount. Unfortunately I took it with me on my white water rafting trip down the Ocoee river this weekend. It was the first time I was using it in the water. Now it's half filled with water and it only drains a drop at a time. My assumption is it's not properly sealed at the bottom. Now it's essentially useless. I WOULD NOT BUY THIS AGAIN!",1,Camera
B00GKHBHTA,1344579,NEEWER N2 Digital Timer Shutter Release Remote Control for Nikon D70S D80 Digital Cameras,"Hi...Your timer you send to me is wonderful,i love it,thanks./.",5,Camera
B00007LA0T,27324267,Tiffen Circular Polarizer,"The effect isn't even close to as strong as the ones from the advertising material. It's certainly quality and feels well made but I was expecting it to really darken and clear out the world. This feels like some sunglasses with only half the normal tint applied, even when it's at its strongest setting. I will keep it because it is a good tool to have, but I was also expecting more from this product.",3,Camera
B00IRL47NA,1607117,"High Capacity Replacement Nikon EN-EL15 Battery And AC/DC Quick Charger Kit for Nikon D750 D7200, D810A, D7000, D7100, D810, D800, D800E, D600, D610, 1V DSLR Cameras","perfect, quick delivery!",5,Camera
B010FCNCCA,14606235,GooKit® High Definition 1080P 2.0inch 140 Degree Digital Waterproof Sports Helmet Camera DVR White,"I have taken this camera just about everywhere so far. The ocean, mountain biking, on roller coasters, and hiking. I even mounted it on the side of my speed skates for a pretty cool angle. I'm very pleased with the outcome, and the cost was great. well worth it.",5,Camera
B00LWV5WEU,49141994,DSTE 2x EN-EL5 Replacement Li-ion Battery for Nikon Coolpix P530 P5000 P5100 P6000 3700 4200 5200 5900 7900 P90 P100 P500 Camera,Met my needs.,4,Camera
B010SLHHPG,41909552,Sourcingbay Smart Digital Telescope Adjustable Focus Monocular Scalable Telescopic HD 2 Megapixel for movement detection/spot monitor/photographing/videotaping/live webcasting,"From the description it sounds like you can zoom in and out and track objects with this thing. This is NOT the case at all.  Its fixed focused and has some bad optics.  Due to the fact that you cant zoom out its horribly difficult to find anything.  It took me about 5 mins to get the moon in focus, even when its mounted on my camera tripod.<br /><br />The software is the worst part.  Its easy to figure out most of what you need is, but this is the worst design and layout ever.  There are parts of the app that have words missing.  It literally gets cut off.  I have seen and with all the features its has I have my doubts about the security of it.  I will return this asap.",1,Camera
B00363EZY0,32547161,Cowboystudio 4-Channel Radio Remote Trigger with 2 Receivers for Studio Strobe,"This product is built using low quality plastic. The maximum syn speed is only 1/160s.  If you are looking for a higher syn speed like me, you will be very disappointed.",2,Camera
B00M5PBG56,39336983,Microseven HD IP Camera,"I had wrote a bad review for this camera, due to being frustrated by not getting a return label as promised..for the product since the camera was ruined.  Today I have heard from Jim who assures me a replacement camera will be sent next week and a return label for the ruined one. There was a lack of communication with emails, and Jim called me three times to make it right  I am impressed that they are very much standing by the product.  This was a good camera for our outside backyard area and I would recommend it.  Good price and a good camera.  We bought this camera in May to keep an eye on our backyard at night.  Various calls to the two customer service guys, and we got it up and running.  Great camera.  It rained one day, and the camera stopped working. We took it down and it was full of water.  Will not work.  Contacted customer service who requested our address for a return label, and it's been over a week and we have nothing. I wrote again and now their email is no good..They do not stand behind their product.  A complete waste of 160.00.",5,Camera
B00G3GXOTO,13174036,"GW High End CCTV Surveillance HD-SDI Security Camera, 2.1 Megapixel, 1080P Video Output Mode, Vari Focal Zoom Lens, 72 PCs IR LEDs","This is a heavy, and bulky camera. It will allow you to set the zoom, and focus, but only manually, and only at the camera.<br /><br />What I like about the camera, is the cable is routed through the mounting arm, into your wall, so nobody can easily walk up, and snip your video cable.<br /><br />The mounting arm is very hefty, and rugged. It stays put when locked down.<br /><br />I strongly recommend you have a portable 7, or 8 inch monitor with you when you put this camera up. You'll need someone to hold the camera for you while you use the tiny joy stick on the cable to access, and manipulate the menus to adjust the camera prior to mounting. Once mounted, you might want to make sure you can take a small monitor to wherever you put the camera up, and make whatever changes need to be made via the menus.<br /><br />The camera does have digital zoom, in addition to the physical zoom.<br /><br />My major gripe is that you can not turn off the LEDs. Even if you set it to be colour for day, and night, the LEDs will still snap on, and if you're shooting through a window, this is a MAJOR PROBLEM. However, you can mitigate this by putting gaffer's tape, or electrical tape over the LEDs.<br /><br />If the IR mode is used instead of colour day, and night, the IR mode switches at about the right times.<br /><br />You will need to buy a power supply brick, and cable. A 1Amp, 12Volt brick will do nicely. Also, don't forget to buy the appropriate length of cable, preferably one which provides power, as well as video. I tried to use an HD type cable since the camera has a green, and yellow output cable, but the HD was not detected on my HD monitor. Don't know what's up with that. Still haven't heard back from the factory regarding this. Maybe I'm using the wrong cable type. Don't know, really.<br /><br />The size of this camera makes for a good visual presence on the premises, but I'd prefer a much smaller form factor.",4,Camera
B00WLIGLSO,2572339,Goldensky Wifi Sj4000 Helmet Sports Dv 1080p Full Hd H.264 12mp Car Recorder Diving Bicycle Action Camera 1.5 Inch LCD 140°wide Angle Lens Outdoor Waterproof G-senor Motorbike Camcorder DVR (Golden),used very well,5,Camera
B00FP0RCW4,12005408,Canon PowerShot S120 Digital Camera w/ 64GB SD Card & Focus Accessory Bundle,"I absolutely love this camera. It takes stunning photos and I love the wifi feature that allows me to upload photos directly to my smartphone within seconds. The bundle I purchased was particularly helpful since it came with a case, a memory card, and two extra battery packs just in case your battery happens to run out. Definitely worth the money.",5,Camera
B00IGOC84S,50828845,Neewer Replacement LCD Battery Grip BG-E2N Works with BP-511A/511/512/514 Li-ion Battery+Wireless IR Remote Controller for Canon EOS,"I purchased the model with the LCD display / extra controls & remote. So far I'm pretty happy with it.... once I figured out how to use the controls! The manual is HORRIBLE.... HORRIBLE, and their website is zero help. I had to go searching on youtube to see a video on how the settings worked, which once it was explained it makes sense.<br /><br />I've been wanting a battery grip for my older 30D for quite some time. Kind of just forgot about it for a while and when I did some searching I saw how much prices have dropped... For $50 you can't really beat the price for the features. The basic model costs even less.<br /><br />It does have a little slot to store the battery door from your camera, so you won't loose it in your bag or anything. The texture is slightly different, but if something like that bothers you, I don't know what to say. It does feel a little more cheapie plastic-like, but for $50 I'm not worried. I baby my camera anyhow so I'm sure it will be just fine.<br /><br />I have a corded shutter release w/lock, but it doesn't have a timer or anything. I wanted to start taking pictures of the night sky and this allows me to set precise times to hold the shutter open.<br /><br />Took me a minute to realize you really need to turn the lens to manual focus if you want to use the remote to take a picture. You can mash the button a bunch of times and manage to get it to take a picture, but you will never know what it focused on until after the shot.",4,Camera
B0083WYE0E,38365893,"Filters, Filter Kits / Altura Photo UV CPL ND4",Great set of filter. They truly add contrast and detail to photos.  The case is really good quality as well.,5,Camera
B00XM0XZ5M,45585790,Polaroid ZIP Mobile Printer Parent ASIN,Arrived early! And the paper works as advertised!,5,Camera
B00OX3BUMW,29500847,Canon T5,Great package.  Great product,5,Camera
B0054EIT9Q,22405736,"Fotodiox 8"" Reflector for Elinchrom Strobe light Calumet Genesis Strobe Light","Looks great on my strobes, Works great, Priced great~",5,Camera
B00NFSOQPO,19048709,"Camscura Tilt 720P HD Hidden Camera By Brickhouse Security, 160-Degree Adjustable Pivoting Wide Angle Lens & Motion / Sound / Vibration Activated",Got it and tried right away.  Picture was very good using an older SD card.  Just ordered the new model of SD and hoping it will be even better.  Glad I bought this instead of paying $300-$400 for something else.,5,Camera
B01080W4UK,43736839,Nest Cam & Dropcam Magnetic Wall Mount by Dropcases – Short & Flexible Instant Camera Mounting Solution - 1 Rotational Ball and 1 Detachable Magnet w/ Self Adhesive Films,"Works well.  I was able to adhere to side panel of window and get closer to the glass, as you can remove the bulky harness from dropcam.",5,Camera
B009DLVAK6,530732,Swann RedAlert 2 Movement Video Recorder,Not worth buying didn't do the job,1,Camera
B00JVU886I,26105997,Acuvar Lens Pouches,Pleasantly surprised at quality,4,Camera
B00B7O31TA,17116324,Nikon AF-S FX NIKKOR 18-35mm f/3.5-4.5G ED Zoom Lens with Auto Focus for Nikon DSLR Cameras,I use this lens on a D750.  My photography experience is very limited but I am enjoying myself.  I use this lens for landscapes.,5,Camera
B001P3P6V4,15293426,Panasonic HDC-TM20,VERY GOOD.,5,Camera
B00KWWN4A4,23754921,ZOSI 8Channel 720P Video Security System with 1TB Hard Drive and (4) 1.0MP Weatherproof Bullet Cameras with 120ft Night Vision,"Great little camera and DVR system, very easy to set up.",4,Camera
B00F19PYR4,13670493,GoPro Head Strap Mount,Awesome loved go pro type this video to see it in action,5,Camera
B00COTPLN6,52177137,"Studio-98 HAIR LIGHT 8""x36"" SOFTBOX + GRID + SPEEDRING FIT ALIEN BEES ALIENBEES B400 B800 B1600 WHITE LIGHTNING X800 X1600 EINSTEIN E640","Great product, great price, fast shipper.",5,Camera
B000B88X0K,2007346,Delkin Devices LCD COVER SNAP-ON NIKON D1X ( DND1X-S ),Great hard to find product! Very happy!,5,Camera
B00K7J5EGY,23081936,A&R Leather Camera Hand Strap For nikon D7100 D5300 D5200 D3200 D800 D600 D300S D700 L830 L820 P530 P520 P600,"Nice strap, no instructions for installing.",4,Camera
B00NIYJL64,37903094,GoPro Head Strap Mount,"When your hand can't seam to get it tight enough or your hands are greasy and slimy, this tool is a lifesaver to ensure that you GoPro Camera is tight!",5,Camera
B000WH86BQ,50798385,"Ape Case Tablet compartment, Padded, Rain cover included, Adjustable straps","First carry-on case that's big enough to handle all I want to pack.  I especially like the removable insert section that fits even in commuter jet overhead storage.  That allows me to carry on the most fragile components, even when the outer shell has to be gate checked.",5,Camera
B0061MU0A6,1783200,D-Link Wireless Day/Night microSD Network Surveillance Camera with mydlink-Enabled,"The set up is super difficult.  If you can get past that, it is a good camera.  I still haven't figured out how to record…I can only watch live",3,Camera
B0026MTCFY,45924450,Maximalpower NB 7L Battery,"Everything fine, useful as expected & good delivery service...",5,Camera
B00IRQ1R0Q,43541530,First2savvv OSH0701 Professional Wrist Grip black genuine leather hand Strap for Nikon COOLPIX L820 with LENS Cleaning Cloth,Fit perfectly,5,Camera
B00DIXYI36,39688086,Neewer Professional Heavy Duty Metal Gimbal Tripod Head with Arca-Swiss Standard Quick Release Plate for Digital SLR Cameras,"Not really satisfied, would not recommend in my reviews.  The handles should have springs in them so when you loosen to unlock it keeps unscrewing and not very practical. Service is good but nowhere was it specified that it would end up in the hands of UPS with 33,?? $ overcharged which PayPal or Amazon refunded but UPS keep phoning me every week to repay. I would say . . . .a bad experience.",1,Camera
B004HO58NO,35510627,Fujifilm FinePix S2950 14 MP Digital Camera with Fujinon 18x Wide Angle Optical Zoom Lens and 3-Inch LCD,"Nice step up camera from regular point and shoots.  Will allow quite a bit of creative control, or choose one of the automatic and scene modes to let the camera do the work for you.  These can be found used at a terrific price, around $50 - 60.  Don't be afraid to buy a used camera if you can get one from a reputable dealer.  I see KEH has ones for sale on here, you can't go wrong with them.  Camera will use regular AA batteries, but be aware if you use them with the flash they will exhaust QUICKLY.  Buy some rechargeable AA batteries and a charger, get yourself a Class 10 SDHC card and you'll be all set.",4,Camera
B00DZTGDTK,23176501,Night Owl Pro-84500 Video Surveillance System,could be made more user friendly,3,Camera
B00FPKDRVY,51045315,XE2 Bundles,Replacement (upgrade) for my Fuji X-E1.,5,Camera
B00QPQ1M0K,38034838,Pocket Handheld 60X-100X Magnification Zoom Lens LED Lighted Microscope Magnifier Magnifying Loupe,"Just plain awful. The item arrived on time and with no problems, however, the quality of the magnifier is very poor. After reading the instructions several times, which shouldn't even be necessary on something so simple, I still could not see a thing through the lens; all I could see was blurry nothingness. I might as well have spent the ten bucks on a blindfold lol",2,Camera
